"";"SERCODIGOTROLL";"SERSTATUS";"FNTID";"TEMID";"SERNOME_P";"SERDESCRICAO_P";"SERLIBERADA";"SERPRIVATIVA";"SERPRAZOATUALIZACAO";"SERINDICADORIPEA";"SERHISTORICA";"SERHISTORICO";"SERINDGER";"BANCO";"COND_EXIB";"GRANDE_TEMA"
"7392";"BACALHAU";"Ativa";"OUTFONTE";"Preços";"Preço médio - bacalhau - arroba";"Preço médio - bacalhau - arroba";"Não oculta";"Internet";NA;0;NA;NA;NA;"BACALHAU";"Internet";"Regional"
"7393";"BANHA";"Ativa";"OUTFONTE";"Preços";"Preço médio - banha - libra";"Preço médio - banha - libra";"Não oculta";"Internet";NA;0;NA;NA;NA;"BANHA";"Internet";"Regional"
"7394";"CARNE_BOI";"Ativa";"OUTFONTE";"Preços";"Preço médio - carne de boi - arroba";"Preço médio - carne de boi - arroba";"Não oculta";"Internet";NA;0;NA;NA;NA;"CARNE";"Internet";"Regional"
"7395";"CASTANHA_PARA";"Ativa";"OUTFONTE";"Preços";"Preço médio - castanha do pará - kilo";"Preço médio - castanha do pará - kilo";"Não oculta";"Internet";NA;0;NA;NA;NA;"CASTANHA";"Internet";"Regional"
"7396";"COURO_SAL";"Ativa";"OUTFONTE";"Preços";"Preço médio - couro salgado - arroba";"Preço médio - couro salgado - arroba";"Não oculta";"Internet";NA;0;NA;NA;NA;"COURO";"Internet";"Regional"
"7397";"COURO_SECO";"Ativa";"OUTFONTE";"Preços";"Preço médio - couro seco - arroba";"Preço médio - couro seco - arroba";"Não oculta";"Internet";NA;0;NA;NA;NA;"COURO";"Internet";"Regional"
"7398";"CRAVO_FINO";"Ativa";"OUTFONTE";"Preços";"Preço médio - cravo fino - arroba";"Preço médio - cravo fino - arroba";"Não oculta";"Internet";NA;0;NA;NA;NA;"CRAVO";"Internet";"Regional"
"7399";"CRAVO_GROSSO";"Ativa";"OUTFONTE";"Preços";"Preço médio - cravo grosso - arroba";"Preço médio - cravo grosso - arroba";"Não oculta";"Internet";NA;0;NA;NA;NA;"CRAVO";"Internet";"Regional"
"7400";"MATE_FOLHA";"Ativa";"OUTFONTE";"Preços";"Preço médio - mate em folha - libra";"Preço médio - mate em folha - libra";"Não oculta";"Internet";NA;0;NA;NA;NA;"MATE";"Internet";"Regional"
"7401";"MEIO_SOLA";"Ativa";"OUTFONTE";"Preços";"Preço médio - meio de sola - um";"Preço médio - meio de sola - um";"Não oculta";"Internet";NA;0;NA;NA;NA;"MEIO";"Internet";"Regional"
"7402";"OLEO_BALEIA";"Ativa";"OUTFONTE";"Preços";"Preço médio - óleo de baleia - litro";"Preço médio - óleo de baleia - litro";"Não oculta";"Internet";NA;0;NA;NA;NA;"OLEO";"Internet";"Regional"
"7403";"OLEO_RICINO";"Ativa";"OUTFONTE";"Preços";"Preço médio - óleo de rícino - litro";"Preço médio - óleo de rícino - litro";"Não oculta";"Internet";NA;0;NA;NA;NA;"OLEO";"Internet";"Regional"
"7404";"PIMENTA";"Ativa";"OUTFONTE";"Preços";"Preço médio - pimenta - libra";"Preço médio - pimenta - libra";"Não oculta";"Internet";NA;0;NA;NA;NA;"PIMENTA";"Internet";"Regional"
"7405";"SALSAPARRILHA";"Ativa";"OUTFONTE";"Preços";"Preço médio - salsaparrilha - arroba";"Preço médio - salsaparrilha - arroba";"Não oculta";"Internet";NA;0;NA;NA;NA;"SALSAPARRILHA";"Internet";"Regional"
"7406";"VAQUETA";"Ativa";"OUTFONTE";"Preços";"Preço médio - vaqueta - um";"Preço médio - vaqueta - um";"Não oculta";"Internet";NA;0;NA;NA;NA;"VAQUETA";"Internet";"Regional"
"7407";"SECEX12_XTOARA12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Arábia Saudita";"Exportações (FOB) - destino: Arábia Saudita";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7408";"SECEX12_XTOCHI12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Chile";"Exportações (FOB) - destino: Chile";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7409";"SECEX12_XTOCHN12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: China";"Exportações (FOB) - destino: China";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7410";"SECEX12_XTOCOL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Colômbia";"Exportações (FOB) - destino: Colômbia";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7411";"SECEX12_XTOCOR12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Coreia do Sul";"Exportações (FOB) - destino: Coreia do Sul";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7412";"SECEX12_XTOHON12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Hong Kong";"Exportações (FOB) - destino: Hong Kong";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7413";"SECEX12_XTOIND12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Índia";"Exportações (FOB) - destino: Índia";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7414";"SECEX12_XTOMEX12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: México";"Exportações (FOB) - destino: México";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7415";"SECEX12_XTOPER12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Peru";"Exportações (FOB) - destino: Peru";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7416";"SECEX12_XTOPOR12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Portugal";"Exportações (FOB) - destino: Portugal";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7417";"SECEX12_XTORUS12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Rússia";"Exportações (FOB) - destino: Rússia";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7418";"SECEX12_XTOSLU12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Santa Lúcia";"Exportações (FOB) - destino: Santa Lúcia";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7419";"SECEX12_XTOVEN12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Venezuela";"Exportações (FOB) - destino: Venezuela";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7420";"SECEX12_MTOALE12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Alemanha";"Importações (FOB) - origem: Alemanha";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7421";"SECEX12_MTOARA12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Arábia Saudita";"Importações (FOB) - origem: Arábia Saudita";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7422";"SECEX12_MTOARG12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Argentina";"Importações (FOB) - origem: Argentina";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7423";"SECEX12_MTOAUS12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Áustria";"Importações (FOB) - origem: Áustria";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7424";"SECEX12_MTOBEL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Bélgica";"Importações (FOB) - origem: Bélgica";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7425";"SECEX12_MTOBOL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Bolívia";"Importações (FOB) - origem: Bolívia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7426";"SECEX12_MTOCAN12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Canadá";"Importações (FOB) - origem: Canadá";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7427";"SECEX12_MTOCHI12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Chile";"Importações (FOB) - origem: Chile";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7428";"SECEX12_MTOCHN12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: China";"Importações (FOB) - origem: China";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7429";"SECEX12_MTOCHP12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Chipre";"Importações (FOB) - origem: Chipre";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7430";"SECEX12_MTOCOL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Colômbia";"Importações (FOB) - origem: Colômbia";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7431";"SECEX12_MTOCOR12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Coreia do Sul";"Importações (FOB) - origem: Coreia do Sul";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7432";"SECEX12_MTOEVQ12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Eslováquia";"Importações (FOB) - origem: Eslováquia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7433";"SECEX12_MTOEVN12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Eslovênia";"Importações (FOB) - origem: Eslovênia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7434";"SECEX12_MTOESP12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Espanha";"Importações (FOB) - origem: Espanha";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7435";"SECEX12_MTOEUA12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: EUA";"Importações (FOB) - origem: EUA";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7436";"SECEX12_MTOFIN12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Finlândia";"Importações (FOB) - origem: Finlândia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7437";"SECEX12_MTOFRA12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: França";"Importações (FOB) - origem: França";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7438";"SECEX12_MTOGRE12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Grécia";"Importações (FOB) - origem: Grécia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7439";"SECEX12_MTOHON12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Hong Kong";"Importações (FOB) - origem: Hong Kong";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7440";"SECEX12_MTOIND12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Índia";"Importações (FOB) - origem: Índia";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7441";"SECEX12_MTOIRL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Irlanda";"Importações (FOB) - origem: Irlanda";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7442";"SECEX12_MTOITA12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Itália";"Importações (FOB) - origem: Itália";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7443";"SECEX12_MTOJAP12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Japão";"Importações (FOB) - origem: Japão";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7444";"SECEX12_MTOMAL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Malta";"Importações (FOB) - origem: Malta";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7445";"SECEX12_MTOMEX12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: México";"Importações (FOB) - origem: México";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7446";"SECEX12_MTONIG12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Nigéria";"Importações (FOB) - origem: Nigéria";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7447";"SECEX12_MTOHOL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Holanda";"Importações (FOB) - origem: Holanda";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7448";"SECEX12_MTOPAR12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Paraguai";"Importações (FOB) - origem: Paraguai";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7449";"SECEX12_MTOPER12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Peru";"Importações (FOB) - origem: Peru";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7450";"SECEX12_MTOPOR12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Portugal";"Importações (FOB) - origem: Portugal";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7451";"SECEX12_MTORU12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Reino Unido";"Importações (FOB) - origem: Reino Unido";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7452";"SECEX12_MTORUS12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Rússia";"Importações (FOB) - origem: Rússia";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7453";"SECEX12_MTOSLU12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Santa Lúcia";"Importações (FOB) - origem: Santa Lúcia";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7454";"SECEX12_MTOSUI12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Suíça";"Importações (FOB) - origem: Suíça";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7455";"SECEX12_MTOTAW12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Taiwan (Formosa)";"Importações (FOB) - origem: Taiwan (Formosa)";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7456";"SECEX12_MTOURU12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Uruguai";"Importações (FOB) - origem: Uruguai";"Oculta";"Intranet";40;0;0;NA;"Geradora";"SECEX12";"Oculta";"Macro"
"7457";"SECEX12_MTOVEN12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Importações (FOB) - origem: Venezuela";"Importações (FOB) - origem: Venezuela";"Oculta";"Intranet";40;0;0;"Inlcuída em 09/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7458";"SECEX12_XTOAUS12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Áustria";"Exportações (FOB) - destino: Áustria";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7459";"SECEX12_XTOBOL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Bolívia";"Exportações (FOB) - destino: Bolívia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7460";"SECEX12_XTOCHP12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Chipre";"Exportações (FOB) - destino: Chipre";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7461";"SECEX12_XTOEVQ12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Eslováquia";"Exportações (FOB) - destino: Eslováquia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7462";"SECEX12_XTOEVN12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Eslovênia";"Exportações (FOB) - destino: Eslovênia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7463";"SECEX12_XTOFIN12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Finlândia";"Exportações (FOB) - destino: Finlândia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7464";"SECEX12_XTOGRE12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Grécia";"Exportações (FOB) - destino: Grécia";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7465";"SECEX12_XTOIRL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Irlanda";"Exportações (FOB) - destino: Irlanda";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7466";"SECEX12_XTOMAL12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Malta";"Exportações (FOB) - destino: Malta";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7467";"SECEX12_XTONIG12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Nigéria";"Exportações (FOB) - destino: Nigéria";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7468";"SECEX12_XTOSUI12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Suíça";"Exportações (FOB) - destino: Suíça";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
"7469";"SECEX12_XTOTAW12";"Inativa";"MDIC/SECEX";"Comércio exterior";"Exportações (FOB) - destino: Taiwan (Formosa)";"Exportações (FOB) - destino: Taiwan (Formosa)";"Oculta";"Intranet";40;0;0;"Inlcuída em 20/jul/2010.";"Geradora";"SECEX12";"Oculta";"Macro"
